Source Section	Operation	Category	Type	Invocations
AllSmall.ns pos=3724 len=7	+	AnyNode BasicPrimitiveOperation OpArithmetic	str	36
AllSmall.ns pos=3724 len=7	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	36
AllSmall.ns pos=4666 len=19	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	str	36
AllSmall.ns pos=4666 len=19	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	36
AllSmall.ns pos=4686 len=19	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	str	36
AllSmall.ns pos=4686 len=19	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	36
AllSmall.ns pos=4706 len=27	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	str	36
AllSmall.ns pos=4706 len=27	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	36
AllSmall.ns pos=4719 len=7	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	36
AllSmall.ns pos=4719 len=7	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	36
AllSmall.ns pos=4728 len=5	round	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	36
AllSmall.ns pos=4728 len=5	round	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	36
AllSmall.ns pos=4742 len=8	+	AnyNode BasicPrimitiveOperation OpArithmetic	str	36
AllSmall.ns pos=4742 len=8	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	36
AllSmall.ns pos=4781 len=50	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	str	36
AllSmall.ns pos=4781 len=50	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	36
AllSmall.ns pos=4795 len=20	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	36
AllSmall.ns pos=4795 len=20	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	36
AllSmall.ns pos=4817 len=7	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	36
AllSmall.ns pos=4817 len=7	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	36
AllSmall.ns pos=4826 len=5	round	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	36
AllSmall.ns pos=4826 len=5	round	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	36
AllSmall.ns pos=4832 len=7	+	AnyNode BasicPrimitiveOperation OpArithmetic	str	36
AllSmall.ns pos=4832 len=7	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	36
AllSmall.ns pos=4887 len=34	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	35
AllSmall.ns pos=4887 len=34	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	1
AllSmall.ns pos=4887 len=34	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	36
AllSmall.ns pos=4900 len=20	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	36
AllSmall.ns pos=4900 len=20	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	36
AllSmall.ns pos=4979 len=41	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	str	1
AllSmall.ns pos=4979 len=41	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	1
AllSmall.ns pos=4997 len=7	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	1
AllSmall.ns pos=4997 len=7	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	1
AllSmall.ns pos=5006 len=5	round	AnyNode BasicPrimitiveOperation OpArithmetic	float	1
AllSmall.ns pos=5006 len=5	round	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1
AllSmall.ns pos=5021 len=7	+	AnyNode BasicPrimitiveOperation OpArithmetic	str	1
AllSmall.ns pos=5021 len=7	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1
Bounce.ns pos=1595 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	133100
Bounce.ns pos=1595 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	133100
Bounce.ns pos=1767 len=5	%	AnyNode BasicPrimitiveOperation OpArithmetic	int	10000
Bounce.ns pos=1767 len=5	%	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	10000
Bounce.ns pos=1801 len=5	%	AnyNode BasicPrimitiveOperation OpArithmetic	int	10000
Bounce.ns pos=1801 len=5	%	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	10000
Bounce.ns pos=1836 len=5	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	10000
Bounce.ns pos=1836 len=5	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	10000
Bounce.ns pos=1843 len=5	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	10000
Bounce.ns pos=1843 len=5	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	10000
Bounce.ns pos=1878 len=5	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	10000
Bounce.ns pos=1878 len=5	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	10000
Bounce.ns pos=1885 len=5	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	10000
Bounce.ns pos=1885 len=5	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	10000
Bounce.ns pos=2023 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	500000
Bounce.ns pos=2023 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	500000
Bounce.ns pos=2043 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	500000
Bounce.ns pos=2043 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	500000
Bounce.ns pos=2059 len=8	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	464200
Bounce.ns pos=2059 len=8	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	35800
Bounce.ns pos=2059 len=8	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	500000
Bounce.ns pos=2107 len=10	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	35800
Bounce.ns pos=2107 len=10	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	35800
Bounce.ns pos=2114 len=3	abs	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	35800
Bounce.ns pos=2114 len=3	abs	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	35800
Bounce.ns pos=2145 len=3	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	464600
Bounce.ns pos=2145 len=3	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	35400
Bounce.ns pos=2145 len=3	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	500000
Bounce.ns pos=2191 len=3	abs	AnyNode BasicPrimitiveOperation OpArithmetic	int	35400
Bounce.ns pos=2191 len=3	abs	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	35400
Bounce.ns pos=2226 len=8	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	464500
Bounce.ns pos=2226 len=8	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	35500
Bounce.ns pos=2226 len=8	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	500000
Bounce.ns pos=2274 len=10	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	35500
Bounce.ns pos=2274 len=10	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	35500
Bounce.ns pos=2281 len=3	abs	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	35500
Bounce.ns pos=2281 len=3	abs	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	35500
Bounce.ns pos=2312 len=3	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	464100
Bounce.ns pos=2312 len=3	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	35900
Bounce.ns pos=2312 len=3	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	500000
Bounce.ns pos=2358 len=3	abs	AnyNode BasicPrimitiveOperation OpArithmetic	int	35900
Bounce.ns pos=2358 len=3	abs	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	35900
Collections.ns pos=4151 len=7	=	AnyNode BasicPrimitiveOperation OpComparison	int	503
Collections.ns pos=4151 len=7	=	AnyNode BasicPrimitiveOperation OpComparison	int	6611
Collections.ns pos=4151 len=7	=	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	7114
Collections.ns pos=4169 len=6	=	AnyNode BasicPrimitiveOperation OpComparison StatementTag	Symbol	6611
Collections.ns pos=4169 len=6	=	AnyNode BasicPrimitiveOperation OpComparison StatementTag	TOTAL	6611
Collections.ns pos=4243 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	6627
Collections.ns pos=4243 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	6627
Collections.ns pos=4306 len=21	bitXor:	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	int	6627
Collections.ns pos=4306 len=21	bitXor:	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	TOTAL	6627
Collections.ns pos=4320 len=6	>>>	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	6627
Collections.ns pos=4320 len=6	>>>	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	6627
Collections.ns pos=4377 len=29	+	AnyNode BasicPrimitiveOperation OpArithmetic RootTag StatementTag	int	6627
Collections.ns pos=4377 len=29	+	AnyNode BasicPrimitiveOperation OpArithmetic RootTag StatementTag	TOTAL	6627
Collections.ns pos=4389 len=4	size	AnyNode BasicPrimitiveOperation OpLength PrimitiveArgument	arr	6626
Collections.ns pos=4389 len=4	size	AnyNode BasicPrimitiveOperation OpLength PrimitiveArgument	TOTAL	6626
Collections.ns pos=4394 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	6627
Collections.ns pos=4394 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	6627
Collections.ns pos=4399 len=6	&	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	6627
Collections.ns pos=4399 len=6	&	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	6627
Collections.ns pos=4459 len=21	at:	AnyNode ArrayRead BasicPrimitiveOperation RootTag StatementTag	ref	6610
Collections.ns pos=4459 len=21	at:	AnyNode ArrayRead BasicPrimitiveOperation RootTag StatementTag	TOTAL	6610
Collections.ns pos=4668 len=6	notNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	ref	7112
Collections.ns pos=4668 len=6	notNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	7112
Collections.ns pos=5181 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	2
Collections.ns pos=5181 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	13
Collections.ns pos=5181 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	15
Collections.ns pos=5203 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	2
Collections.ns pos=5203 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	14
Collections.ns pos=5203 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	16
Collections.ns pos=5245 len=50	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	13
Collections.ns pos=5245 len=50	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	13
Collections.ns pos=5321 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	14
Collections.ns pos=5321 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	14
Collections.ns pos=5434 len=14	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	16
Collections.ns pos=5434 len=14	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	16
Collections.ns pos=5444 len=4	size	AnyNode BasicPrimitiveOperation OpLength PrimitiveArgument	arr	15
Collections.ns pos=5444 len=4	size	AnyNode BasicPrimitiveOperation OpLength PrimitiveArgument	TOTAL	15
Collections.ns pos=5859 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	2
Collections.ns pos=5859 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	2
Collections.ns pos=5899 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	2
Collections.ns pos=5899 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2
Collections.ns pos=7806 len=6	notNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	ref	16
Collections.ns pos=7806 len=6	notNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	ref	8
Collections.ns pos=7806 len=6	notNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	24
DeltaBlue.ns pos=2656 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	ref	6000
DeltaBlue.ns pos=2656 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	ref	200
DeltaBlue.ns pos=2656 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	ref	300
DeltaBlue.ns pos=2656 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	ref	6900
DeltaBlue.ns pos=2656 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	13400
DeltaBlue.ns pos=5765 len=7	<>	AnyNode BasicPrimitiveOperation OpComparison	int	6700
DeltaBlue.ns pos=5765 len=7	<>	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	6700
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	200
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	7600
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	200
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	8400
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	200
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	200
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	200
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	200
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	1000
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	10000
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	10600
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	2400
DeltaBlue.ns pos=6551 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	41200
DeltaBlue.ns pos=6586 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	bool	10400
DeltaBlue.ns pos=6586 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	bool	6800
DeltaBlue.ns pos=6586 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	TOTAL	17200
DeltaBlue.ns pos=7525 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	17300
DeltaBlue.ns pos=7525 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	17300
DeltaBlue.ns pos=8227 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	1900
DeltaBlue.ns pos=8227 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	100
DeltaBlue.ns pos=8227 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	4200
DeltaBlue.ns pos=8227 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	100
DeltaBlue.ns pos=8227 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	100
DeltaBlue.ns pos=8227 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	100
DeltaBlue.ns pos=8227 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	2000
DeltaBlue.ns pos=8227 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	ref	4200
DeltaBlue.ns pos=8227 len=15	==	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	12700
DeltaBlue.ns pos=8262 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	bool	6200
DeltaBlue.ns pos=8262 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	bool	300
DeltaBlue.ns pos=8262 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	TOTAL	6500
DeltaBlue.ns pos=8797 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	7400
DeltaBlue.ns pos=8797 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	7400
DeltaBlue.ns pos=9840 len=2	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	100
DeltaBlue.ns pos=9840 len=2	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	100
DeltaBlue.ns pos=10005 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	1999
DeltaBlue.ns pos=10005 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	1999
DeltaBlue.ns pos=10030 len=9	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	1999
DeltaBlue.ns pos=10030 len=9	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	1999
DeltaBlue.ns pos=10036 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	2000
DeltaBlue.ns pos=10036 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2000
DeltaBlue.ns pos=10468 len=4	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	10000
DeltaBlue.ns pos=10468 len=4	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	10000
DeltaBlue.ns pos=11292 len=7	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	100
DeltaBlue.ns pos=11292 len=7	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	100
DeltaBlue.ns pos=11416 len=4	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	100
DeltaBlue.ns pos=11416 len=4	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	100
DeltaBlue.ns pos=11534 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	100
DeltaBlue.ns pos=11534 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	100
DeltaBlue.ns pos=11576 len=15	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	1900
DeltaBlue.ns pos=11576 len=15	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1900
DeltaBlue.ns pos=11581 len=2	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	1900
DeltaBlue.ns pos=11581 len=2	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	1900
DeltaBlue.ns pos=11584 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	1900
DeltaBlue.ns pos=11584 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	1900
DeltaBlue.ns pos=11720 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	100
DeltaBlue.ns pos=11720 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	100
DeltaBlue.ns pos=11762 len=15	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	1900
DeltaBlue.ns pos=11762 len=15	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1900
DeltaBlue.ns pos=11767 len=2	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	1900
DeltaBlue.ns pos=11767 len=2	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	1900
DeltaBlue.ns pos=11770 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	1900
DeltaBlue.ns pos=11770 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	1900
DeltaBlue.ns pos=12836 len=27	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	300
DeltaBlue.ns pos=12836 len=27	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	300
DeltaBlue.ns pos=12996 len=27	<	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	13100
DeltaBlue.ns pos=12996 len=27	<	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	13100
DeltaBlue.ns pos=13152 len=27	>	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	4000
DeltaBlue.ns pos=13152 len=27	>	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	20600
DeltaBlue.ns pos=13152 len=27	>	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	24600
DeltaBlue.ns pos=17441 len=6	=	AnyNode BasicPrimitiveOperation OpComparison	int	8400
DeltaBlue.ns pos=17441 len=6	=	AnyNode BasicPrimitiveOperation OpComparison	int	6200
DeltaBlue.ns pos=17441 len=6	=	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	14600
DeltaBlue.ns pos=18788 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	6000
DeltaBlue.ns pos=18788 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	200
DeltaBlue.ns pos=18788 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	300
DeltaBlue.ns pos=18788 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	6600
DeltaBlue.ns pos=18788 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	13100
DeltaBlue.ns pos=19995 len=6	notNil	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	ref	6200
DeltaBlue.ns pos=19995 len=6	notNil	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	Symbol	39200
DeltaBlue.ns pos=19995 len=6	notNil	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	45400
DeltaBlue.ns pos=20640 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	8100
DeltaBlue.ns pos=20640 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	2100
DeltaBlue.ns pos=20640 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	10200
DeltaBlue.ns pos=20700 len=7	<>	AnyNode BasicPrimitiveOperation OpComparison	int	2100
DeltaBlue.ns pos=20700 len=7	<>	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	2100
DeltaBlue.ns pos=20858 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	4000
DeltaBlue.ns pos=20858 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	4100
DeltaBlue.ns pos=20858 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	8100
DeltaBlue.ns pos=20919 len=7	<>	AnyNode BasicPrimitiveOperation OpComparison	int	4100
DeltaBlue.ns pos=20919 len=7	<>	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	4100
DeltaBlue.ns pos=21750 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	4000
DeltaBlue.ns pos=21750 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	6000
DeltaBlue.ns pos=21750 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	10000
DeltaBlue.ns pos=22040 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	12700
DeltaBlue.ns pos=22040 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	51100
DeltaBlue.ns pos=22040 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	63800
DeltaBlue.ns pos=22361 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	4000
DeltaBlue.ns pos=22361 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	6000
DeltaBlue.ns pos=22361 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	10000
DeltaBlue.ns pos=23513 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	4000
DeltaBlue.ns pos=23513 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	204000
DeltaBlue.ns pos=23513 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	208000
DeltaBlue.ns pos=25005 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	1100
DeltaBlue.ns pos=25005 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	47300
DeltaBlue.ns pos=25005 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	48400
DeltaBlue.ns pos=25055 len=13	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	47300
DeltaBlue.ns pos=25055 len=13	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	47300
DeltaBlue.ns pos=25070 len=14	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	47300
DeltaBlue.ns pos=25070 len=14	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	47300
DeltaBlue.ns pos=25126 len=14	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	1100
DeltaBlue.ns pos=25126 len=14	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	1100
DeltaBlue.ns pos=25142 len=13	/	AnyNode BasicPrimitiveOperation OpArithmetic	int	1100
DeltaBlue.ns pos=25142 len=13	/	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1100
DeltaBlue.ns pos=25273 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	200
DeltaBlue.ns pos=25273 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	6200
