Source Section	Operation	Category	Type	Invocations
LanguageFeatures.ns pos=3579 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3579 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3610 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3610 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3641 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3641 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3673 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3673 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3704 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3704 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3735 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3735 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3766 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3766 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3797 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3797 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3829 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3829 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3860 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3860 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3891 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3891 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3922 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3922 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3953 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3953 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3985 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3985 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4016 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4016 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4047 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4047 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4078 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4078 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4109 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4109 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4141 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4141 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4172 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4172 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4203 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4203 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4234 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4234 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4265 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4265 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4297 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4297 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4328 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4328 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4359 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4359 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4390 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4390 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4421 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=4421 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=4509 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=4509 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=4884 len=8	=	AnyNode BasicPrimitiveOperation OpComparison	int	10
LanguageFeatures.ns pos=4884 len=8	=	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	10
LanguageFeatures.ns pos=4907 len=8	=	AnyNode BasicPrimitiveOperation OpComparison StatementTag	int	10
LanguageFeatures.ns pos=4907 len=8	=	AnyNode BasicPrimitiveOperation OpComparison StatementTag	TOTAL	10
LanguageFeatures.ns pos=5202 len=6	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	400010
LanguageFeatures.ns pos=5202 len=6	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	400010
LanguageFeatures.ns pos=5274 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=5274 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=5524 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=5524 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=5541 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	2000
LanguageFeatures.ns pos=5541 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	2000
LanguageFeatures.ns pos=5734 len=16	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	2000
LanguageFeatures.ns pos=5734 len=16	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2000
LanguageFeatures.ns pos=5823 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=5823 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=6229 len=10	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	2000
LanguageFeatures.ns pos=6229 len=10	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2000
LanguageFeatures.ns pos=6310 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=6310 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=6874 len=5	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	2000
LanguageFeatures.ns pos=6874 len=5	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2000
LanguageFeatures.ns pos=6958 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=6958 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=7211 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	81920
LanguageFeatures.ns pos=7211 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	81910
LanguageFeatures.ns pos=7211 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	163830
LanguageFeatures.ns pos=7241 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	81910
LanguageFeatures.ns pos=7241 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	81910
LanguageFeatures.ns pos=7262 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	81910
LanguageFeatures.ns pos=7262 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	81910
LanguageFeatures.ns pos=7333 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=7333 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=7724 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=7724 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=7803 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=7803 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=8032 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	200
LanguageFeatures.ns pos=8032 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	200000
LanguageFeatures.ns pos=8032 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	200200
LanguageFeatures.ns pos=8080 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=8080 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=8170 len=7	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	10
LanguageFeatures.ns pos=8170 len=7	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	200
LanguageFeatures.ns pos=8170 len=7	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	210
LanguageFeatures.ns pos=8219 len=16	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200
LanguageFeatures.ns pos=8219 len=16	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200
LanguageFeatures.ns pos=8307 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=8307 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=8548 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	200
LanguageFeatures.ns pos=8548 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	200000
LanguageFeatures.ns pos=8548 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	200200
LanguageFeatures.ns pos=8587 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=8587 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=8605 len=3	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	200000
LanguageFeatures.ns pos=8605 len=3	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	200000
LanguageFeatures.ns pos=8610 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	150000
LanguageFeatures.ns pos=8610 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	50000
LanguageFeatures.ns pos=8610 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	200000
LanguageFeatures.ns pos=8649 len=3	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	200000
LanguageFeatures.ns pos=8649 len=3	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	200000
LanguageFeatures.ns pos=8654 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	150000
LanguageFeatures.ns pos=8654 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	50000
LanguageFeatures.ns pos=8654 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	200000
LanguageFeatures.ns pos=8697 len=3	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	200000
LanguageFeatures.ns pos=8697 len=3	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	200000
LanguageFeatures.ns pos=8702 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	150000
LanguageFeatures.ns pos=8702 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	50000
LanguageFeatures.ns pos=8702 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	200000
LanguageFeatures.ns pos=8756 len=3	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	200000
LanguageFeatures.ns pos=8756 len=3	%	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	200000
LanguageFeatures.ns pos=8761 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	150000
LanguageFeatures.ns pos=8761 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	50000
LanguageFeatures.ns pos=8761 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	200000
LanguageFeatures.ns pos=8783 len=3	//	AnyNode BasicPrimitiveOperation OpArithmetic	int	50000
LanguageFeatures.ns pos=8783 len=3	//	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	50000
LanguageFeatures.ns pos=8828 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200
LanguageFeatures.ns pos=8828 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200
LanguageFeatures.ns pos=8923 len=7	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	10
LanguageFeatures.ns pos=8923 len=7	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	200
LanguageFeatures.ns pos=8923 len=7	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	210
LanguageFeatures.ns pos=8982 len=16	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200
LanguageFeatures.ns pos=8982 len=16	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200
LanguageFeatures.ns pos=9072 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=9072 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=9355 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	200
LanguageFeatures.ns pos=9355 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	200000
LanguageFeatures.ns pos=9355 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	200200
LanguageFeatures.ns pos=9413 len=11	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=9413 len=11	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=9513 len=7	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	10
LanguageFeatures.ns pos=9513 len=7	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	200
LanguageFeatures.ns pos=9513 len=7	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	210
LanguageFeatures.ns pos=9562 len=16	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200
LanguageFeatures.ns pos=9562 len=16	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200
LanguageFeatures.ns pos=9650 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=9650 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=9912 len=18	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=9912 len=18	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=10045 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=10045 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=10312 len=13	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=10312 len=13	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=10420 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=10420 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=11264 len=27	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=11264 len=27	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=11392 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=11392 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=14446 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	1000
LanguageFeatures.ns pos=14446 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1000
LanguageFeatures.ns pos=14536 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	1
LanguageFeatures.ns pos=14536 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	1
LanguageFeatures.ns pos=14800 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	1000
LanguageFeatures.ns pos=14800 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1000
LanguageFeatures.ns pos=14962 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	1
LanguageFeatures.ns pos=14962 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	1
LanguageFeatures.ns pos=15230 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	1000
LanguageFeatures.ns pos=15230 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1000
LanguageFeatures.ns pos=15429 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	1
LanguageFeatures.ns pos=15429 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	1
List.ns pos=1568 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	3100
List.ns pos=1568 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	300
List.ns pos=1568 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	3400
List.ns pos=1715 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	3100
List.ns pos=1715 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	3100
List.ns pos=1847 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	ref	1875200
List.ns pos=1847 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	ref	210700
List.ns pos=1847 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	2085900
List.ns pos=1893 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	1805000
List.ns pos=1893 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	70200
List.ns pos=1893 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1875200
List.ns pos=2475 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	900
List.ns pos=2475 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	100
List.ns pos=2475 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1000
List.ns pos=2513 len=13	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	900
List.ns pos=2513 len=13	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	900
Mandelbrot.ns pos=2639 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	1
Mandelbrot.ns pos=2639 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1
Mandelbrot.ns pos=2672 len=4	=	AnyNode BasicPrimitiveOperation OpComparison	int	1
Mandelbrot.ns pos=2672 len=4	=	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	1
Mandelbrot.ns pos=2932 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	1
Mandelbrot.ns pos=2932 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	750
Mandelbrot.ns pos=2932 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	751
Mandelbrot.ns pos=2992 len=3	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	750
Mandelbrot.ns pos=2992 len=3	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	750
Mandelbrot.ns pos=2996 len=7	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	750
Mandelbrot.ns pos=2996 len=7	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	750
Mandelbrot.ns pos=3005 len=5	-	AnyNode BasicPrimitiveOperation OpArithmetic	float	750
Mandelbrot.ns pos=3005 len=5	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	750
Mandelbrot.ns pos=3044 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	750
Mandelbrot.ns pos=3044 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	562500
Mandelbrot.ns pos=3044 len=6	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	563250
Mandelbrot.ns pos=3207 len=3	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	562500
Mandelbrot.ns pos=3207 len=3	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	562500
Mandelbrot.ns pos=3211 len=7	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	562500
Mandelbrot.ns pos=3211 len=7	//	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	562500
Mandelbrot.ns pos=3220 len=5	-	AnyNode BasicPrimitiveOperation OpArithmetic	float	562500
Mandelbrot.ns pos=3220 len=5	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	562500
Mandelbrot.ns pos=3336 len=4	<	AnyNode BasicPrimitiveOperation OpComparison StatementTag	int	337949
Mandelbrot.ns pos=3336 len=4	<	AnyNode BasicPrimitiveOperation OpComparison StatementTag	int	18446648
Mandelbrot.ns pos=3336 len=4	<	AnyNode BasicPrimitiveOperation OpComparison StatementTag	TOTAL	18784597
Mandelbrot.ns pos=3384 len=6	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	18446648
Mandelbrot.ns pos=3384 len=6	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	18446648
Mandelbrot.ns pos=3391 len=4	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	18446648
Mandelbrot.ns pos=3391 len=4	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	18446648
Mandelbrot.ns pos=3424 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	18446648
Mandelbrot.ns pos=3424 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	18446648
Mandelbrot.ns pos=3429 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	18446648
Mandelbrot.ns pos=3429 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	18446648
Mandelbrot.ns pos=3434 len=4	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	18446648
Mandelbrot.ns pos=3434 len=4	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	18446648
Mandelbrot.ns pos=3516 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic	float	18446648
Mandelbrot.ns pos=3516 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	18446648
Mandelbrot.ns pos=3550 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic	float	18446648
Mandelbrot.ns pos=3550 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	18446648
Mandelbrot.ns pos=3581 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	18446648
Mandelbrot.ns pos=3581 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	18446648
Mandelbrot.ns pos=3588 len=5	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	float	18222097
Mandelbrot.ns pos=3588 len=5	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	float	224551
Mandelbrot.ns pos=3588 len=5	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	18446648
Mandelbrot.ns pos=3724 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	18446648
